年度,縣市別,行業別,統計項目,單位,中小企業,大企業
2014,彰化縣,農林漁牧業,銷售額,百萬元,1733,999
2014,南投縣,農林漁牧業,銷售額,百萬元,987,*
2014,雲林縣,農林漁牧業,銷售額,百萬元,970,*
2014,嘉義市,農林漁牧業,銷售額,百萬元,91,0
2014,嘉義縣,農林漁牧業,銷售額,百萬元,869,1024
2014,屏東縣,農林漁牧業,銷售額,百萬元,1420,2273
2014,澎湖縣,農林漁牧業,銷售額,百萬元,60,0
2014,花蓮縣,農林漁牧業,銷售額,百萬元,300,0
2014,臺東縣,農林漁牧業,銷售額,百萬元,366,0
2014,金門縣,農林漁牧業,銷售額,百萬元,59,0
2014,連江縣,農林漁牧業,銷售額,百萬元,*,0
2014,總計,礦業及土石採取業,銷售額,百萬元,37712,10321
2014,臺北市,礦業及土石採取業,銷售額,百萬元,1766,4612
2014,新北市,礦業及土石採取業,銷售額,百萬元,2939,*
2014,桃園縣,礦業及土石採取業,銷售額,百萬元,1858,*
2014,臺中市,礦業及土石採取業,銷售額,百萬元,3790,*
2014,臺南市,礦業及土石採取業,銷售額,百萬元,735,0
2014,高雄市,礦業及土石採取業,銷售額,百萬元,1930,2966
2014,基隆市,礦業及土石採取業,銷售額,百萬元,5848,0
2014,宜蘭縣,礦業及土石採取業,銷售額,百萬元,2298,0
2014,新竹市,礦業及土石採取業,銷售額,百萬元,243,0
2014,新竹縣,礦業及土石採取業,銷售額,百萬元,1812,*
2014,苗栗縣,礦業及土石採取業,銷售額,百萬元,1504,*
2014,彰化縣,礦業及土石採取業,銷售額,百萬元,635,0
2014,南投縣,礦業及土石採取業,銷售額,百萬元,2443,0
2014,雲林縣,礦業及土石採取業,銷售額,百萬元,803,0
2014,嘉義市,礦業及土石採取業,銷售額,百萬元,68,0
2014,嘉義縣,礦業及土石採取業,銷售額,百萬元,99,0
2014,屏東縣,礦業及土石採取業,銷售額,百萬元,1941,0
2014,澎湖縣,礦業及土石採取業,銷售額,百萬元,698,0
2014,花蓮縣,礦業及土石採取業,銷售額,百萬元,3501,*
2014,臺東縣,礦業及土石採取業,銷售額,百萬元,1109,0
2014,金門縣,礦業及土石採取業,銷售額,百萬元,1693,0
2014,連江縣,礦業及土石採取業,銷售額,百萬元,0,0
2014,總計,製造業,銷售額,百萬元,4323807,10730746
2014,臺北市,製造業,銷售額,百萬元,237927,1813578
2014,新北市,製造業,銷售額,百萬元,719068,829198
2014,桃園縣,製造業,銷售額,百萬元,536651,1056818
2014,臺中市,製造業,銷售額,百萬元,751344,830222
2014,臺南市,製造業,銷售額,百萬元,455292,737755
2014,高雄市,製造業,銷售額,百萬元,442708,1385305
2014,基隆市,製造業,銷售額,百萬元,10526,13980
2014,宜蘭縣,製造業,銷售額,百萬元,67809,41329
2014,新竹市,製造業,銷售額,百萬元,65680,1367014
2014,新竹縣,製造業,銷售額,百萬元,86062,491209
2014,苗栗縣,製造業,銷售額,百萬元,141970,368051
2014,彰化縣,製造業,銷售額,百萬元,343824,506408
2014,南投縣,製造業,銷售額,百萬元,45328,87006
2014,雲林縣,製造業,銷售額,百萬元,243698,1069199
2014,嘉義市,製造業,銷售額,百萬元,23367,6540
2014,嘉義縣,製造業,銷售額,百萬元,89894,44336
2014,屏東縣,製造業,銷售額,百萬元,43150,62865
2014,澎湖縣,製造業,銷售額,百萬元,513,0
2014,花蓮縣,製造業,銷售額,百萬元,14370,6597
2014,臺東縣,製造業,銷售額,百萬元,3577,0
2014,金門縣,製造業,銷售額,百萬元,1018,*
2014,連江縣,製造業,銷售額,百萬元,32,*
2014,總計,電力及燃氣供應業,銷售額,百萬元,4557,1011519
2014,臺北市,電力及燃氣供應業,銷售額,百萬元,852,86749
2014,新北市,電力及燃氣供應業,銷售額,百萬元,566,53455
2014,桃園縣,電力及燃氣供應業,銷售額,百萬元,260,119694
2014,臺中市,電力及燃氣供應業,銷售額,百萬元,373,110999
2014,臺南市,電力及燃氣供應業,銷售額,百萬元,203,119431
2014,高雄市,電力及燃氣供應業,銷售額,百萬元,558,196623
2014,基隆市,電力及燃氣供應業,銷售額,百萬元,35,*
2014,宜蘭縣,電力及燃氣供應業,銷售額,百萬元,6,557
2014,新竹市,電力及燃氣供應業,銷售額,百萬元,104,71794
2014,新竹縣,電力及燃氣供應業,銷售額,百萬元,48,13042
2014,苗栗縣,電力及燃氣供應業,銷售額,百萬元,204,66803
2014,彰化縣,電力及燃氣供應業,銷售額,百萬元,442,42190
2014,南投縣,電力及燃氣供應業,銷售額,百萬元,*,15497
2014,雲林縣,電力及燃氣供應業,銷售額,百萬元,337,*
2014,嘉義市,電力及燃氣供應業,銷售額,百萬元,25,*
2014,嘉義縣,電力及燃氣供應業,銷售額,百萬元,104,12208
2014,屏東縣,電力及燃氣供應業,銷售額,百萬元,232,15561
2014,澎湖縣,電力及燃氣供應業,銷售額,百萬元,0,*
2014,花蓮縣,電力及燃氣供應業,銷售額,百萬元,153,*
2014,臺東縣,電力及燃氣供應業,銷售額,百萬元,38,*
2014,金門縣,電力及燃氣供應業,銷售額,百萬元,4,*
2014,連江縣,電力及燃氣供應業,銷售額,百萬元,0,*
2014,總計,用水供應及污染整治業,銷售額,百萬元,55979,131676
2014,臺北市,用水供應及污染整治業,銷售額,百萬元,5730,27834
2014,新北市,用水供應及污染整治業,銷售額,百萬元,7965,8670
2014,桃園縣,用水供應及污染整治業,銷售額,百萬元,7502,23210
2014,臺中市,用水供應及污染整治業,銷售額,百萬元,7749,12772
2014,臺南市,用水供應及污染整治業,銷售額,百萬元,3904,10616
2014,高雄市,用水供應及污染整治業,銷售額,百萬元,9156,28754
2014,基隆市,用水供應及污染整治業,銷售額,百萬元,716,*
2014,宜蘭縣,用水供應及污染整治業,銷售額,百萬元,523,*
2014,新竹市,用水供應及污染整治業,銷售額,百萬元,1296,1980
2014,新竹縣,用水供應及污染整治業,銷售額,百萬元,1024,2377
2014,苗栗縣,用水供應及污染整治業,銷售額,百萬元,1190,901
2014,彰化縣,用水供應及污染整治業,銷售額,百萬元,2412,4269
2014,南投縣,用水供應及污染整治業,銷售額,百萬元,887,607
2014,雲林縣,用水供應及污染整治業,銷售額,百萬元,1643,1785
2014,嘉義市,用水供應及污染整治業,銷售額,百萬元,548,*
2014,嘉義縣,用水供應及污染整治業,銷售額,百萬元,1335,1539
2014,屏東縣,用水供應及污染整治業,銷售額,百萬元,1211,4242
2014,澎湖縣,用水供應及污染整治業,銷售額,百萬元,121,0
2014,花蓮縣,用水供應及污染整治業,銷售額,百萬元,545,*
2014,臺東縣,用水供應及污染整治業,銷售額,百萬元,267,*
2014,金門縣,用水供應及污染整治業,銷售額,百萬元,200,0
2014,連江縣,用水供應及污染整治業,銷售額,百萬元,55,0
2014,總計,營造業,銷售額,百萬元,1411725,750770
2014,臺北市,營造業,銷售額,百萬元,239792,394985
2014,新北市,營造業,銷售額,百萬元,256919,78039
2014,桃園縣,營造業,銷售額,百萬元,144195,29129
2014,臺中市,營造業,銷售額,百萬元,184372,83305
2014,臺南市,營造業,銷售額,百萬元,71573,24621
2014,高雄市,營造業,銷售額,百萬元,187585,87668
2014,基隆市,營造業,銷售額,百萬元,14831,*
2014,宜蘭縣,營造業,銷售額,百萬元,24043,5840
2014,新竹市,營造業,銷售額,百萬元,36499,14635
2014,新竹縣,營造業,銷售額,百萬元,32926,10894
2014,苗栗縣,營造業,銷售額,百萬元,24824,4293
2014,彰化縣,營造業,銷售額,百萬元,43103,2067
2014,南投縣,營造業,銷售額,百萬元,17064,*
2014,雲林縣,營造業,銷售額,百萬元,48201,3517
2014,嘉義市,營造業,銷售額,百萬元,12865,3049
2014,嘉義縣,營造業,銷售額,百萬元,16631,1015
2014,屏東縣,營造業,銷售額,百萬元,24402,2310
2014,澎湖縣,營造業,銷售額,百萬元,2922,*
2014,花蓮縣,營造業,銷售額,百萬元,13731,2782
2014,臺東縣,營造業,銷售額,百萬元,6677,967
2014,金門縣,營造業,銷售額,百萬元,7501,21
2014,連江縣,營造業,銷售額,百萬元,1070,*
2014,總計,批發及零售業,銷售額,百萬元,4266050,9888553
2014,臺北市,批發及零售業,銷售額,百萬元,928287,4478209
2014,新北市,批發及零售業,銷售額,百萬元,755769,1146597
2014,桃園縣,批發及零售業,銷售額,百萬元,373114,864752
2014,臺中市,批發及零售業,銷售額,百萬元,577116,798080
2014,臺南市,批發及零售業,銷售額,百萬元,303523,443449
2014,高雄市,批發及零售業,銷售額,百萬元,501927,1004598
2014,基隆市,批發及零售業,銷售額,百萬元,35197,18673
2014,宜蘭縣,批發及零售業,銷售額,百萬元,47339,46531
2014,新竹市,批發及零售業,銷售額,百萬元,72292,197626
2014,新竹縣,批發及零售業,銷售額,百萬元,75128,172199
2014,苗栗縣,批發及零售業,銷售額,百萬元,53009,128882
2014,彰化縣,批發及零售業,銷售額,百萬元,182050,183152
2014,南投縣,批發及零售業,銷售額,百萬元,46964,39069
2014,雲林縣,批發及零售業,銷售額,百萬元,63864,76623
2014,嘉義市,批發及零售業,銷售額,百萬元,46549,77594
2014,嘉義縣,批發及零售業,銷售額,百萬元,42373,39101
2014,屏東縣,批發及零售業,銷售額,百萬元,76797,104513
2014,澎湖縣,批發及零售業,銷售額,百萬元,8282,5707
2014,花蓮縣,批發及零售業,銷售額,百萬元,38708,36442
2014,臺東縣,批發及零售業,銷售額,百萬元,21291,20986
2014,金門縣,批發及零售業,銷售額,百萬元,15448,5525
2014,連江縣,批發及零售業,銷售額,百萬元,1024,*
2014,總計,運輸及倉儲業,銷售額,百萬元,269873,828311
2014,臺北市,運輸及倉儲業,銷售額,百萬元,50313,464959
2014,新北市,運輸及倉儲業,銷售額,百萬元,32074,77145
2014,桃園縣,運輸及倉儲業,銷售額,百萬元,28725,103976
2014,臺中市,運輸及倉儲業,銷售額,百萬元,30693,28114
2014,臺南市,運輸及倉儲業,銷售額,百萬元,13915,10332
2014,高雄市,運輸及倉儲業,銷售額,百萬元,50492,81987
2014,基隆市,運輸及倉儲業,銷售額,百萬元,10935,24682
2014,宜蘭縣,運輸及倉儲業,銷售額,百萬元,5911,3070
2014,新竹市,運輸及倉儲業,銷售額,百萬元,2965,3950
2014,新竹縣,運輸及倉儲業,銷售額,百萬元,4341,4590
2014,苗栗縣,運輸及倉儲業,銷售額,百萬元,4439,1525
2014,彰化縣,運輸及倉儲業,銷售額,百萬元,9752,3608
2014,南投縣,運輸及倉儲業,銷售額,百萬元,3775,860
2014,雲林縣,運輸及倉儲業,銷售額,百萬元,4517,6185
2014,嘉義市,運輸及倉儲業,銷售額,百萬元,3039,1477
2014,嘉義縣,運輸及倉儲業,銷售額,百萬元,2406,*
2014,屏東縣,運輸及倉儲業,銷售額,百萬元,3772,*
2014,澎湖縣,運輸及倉儲業,銷售額,百萬元,1002,1540
2014,花蓮縣,運輸及倉儲業,銷售額,百萬元,3577,2099
2014,臺東縣,運輸及倉儲業,銷售額,百萬元,1494,2716
2014,金門縣,運輸及倉儲業,銷售額,百萬元,1420,2472
2014,連江縣,運輸及倉儲業,銷售額,百萬元,317,*
2014,總計,住宿及餐飲業,銷售額,百萬元,371052,169696
2014,臺北市,住宿及餐飲業,銷售額,百萬元,92812,86372
2014,新北市,住宿及餐飲業,銷售額,百萬元,44159,6679
2014,桃園縣,住宿及餐飲業,銷售額,百萬元,30411,12340
2014,臺中市,住宿及餐飲業,銷售額,百萬元,45567,20128
2014,臺南市,住宿及餐飲業,銷售額,百萬元,26524,3843
2014,高雄市,住宿及餐飲業,銷售額,百萬元,41735,12545
2014,基隆市,住宿及餐飲業,銷售額,百萬元,4679,*
2014,宜蘭縣,住宿及餐飲業,銷售額,百萬元,6689,3705
2014,新竹市,住宿及餐飲業,銷售額,百萬元,9029,3082
2014,新竹縣,住宿及餐飲業,銷售額,百萬元,7530,2465
2014,苗栗縣,住宿及餐飲業,銷售額,百萬元,5673,*
2014,彰化縣,住宿及餐飲業,銷售額,百萬元,10262,579
2014,南投縣,住宿及餐飲業,銷售額,百萬元,7271,3240
2014,雲林縣,住宿及餐飲業,銷售額,百萬元,4388,*
2014,嘉義市,住宿及餐飲業,銷售額,百萬元,5924,*
2014,嘉義縣,住宿及餐飲業,銷售額,百萬元,3530,*
2014,屏東縣,住宿及餐飲業,銷售額,百萬元,9666,3847
2014,澎湖縣,住宿及餐飲業,銷售額,百萬元,1723,*
2014,花蓮縣,住宿及餐飲業,銷售額,百萬元,7310,3680
2014,臺東縣,住宿及餐飲業,銷售額,百萬元,4899,1777
2014,金門縣,住宿及餐飲業,銷售額,百萬元,1040,*
2014,連江縣,住宿及餐飲業,銷售額,百萬元,230,0
2014,總計,資訊及通訊傳播業,銷售額,百萬元,113244,844004
2014,臺北市,資訊及通訊傳播業,銷售額,百萬元,60743,582198
2014,新北市,資訊及通訊傳播業,銷售額,百萬元,17033,84555
2014,桃園縣,資訊及通訊傳播業,銷售額,百萬元,4705,8714
2014,臺中市,資訊及通訊傳播業,銷售額,百萬元,9414,33913
2014,臺南市,資訊及通訊傳播業,銷售額,百萬元,3602,15337
2014,高雄市,資訊及通訊傳播業,銷售額,百萬元,7016,34704
2014,基隆市,資訊及通訊傳播業,銷售額,百萬元,583,*
2014,宜蘭縣,資訊及通訊傳播業,銷售額,百萬元,584,*
2014,新竹市,資訊及通訊傳播業,銷售額,百萬元,2571,21061
2014,新竹縣,資訊及通訊傳播業,銷售額,百萬元,1391,16918
2014,苗栗縣,資訊及通訊傳播業,銷售額,百萬元,871,*
2014,彰化縣,資訊及通訊傳播業,銷售額,百萬元,1064,*
2014,南投縣,資訊及通訊傳播業,銷售額,百萬元,618,*
2014,雲林縣,資訊及通訊傳播業,銷售額,百萬元,544,*
2014,嘉義市,資訊及通訊傳播業,銷售額,百萬元,732,*
2014,嘉義縣,資訊及通訊傳播業,銷售額,百萬元,274,1771
2014,屏東縣,資訊及通訊傳播業,銷售額,百萬元,513,5141
2014,澎湖縣,資訊及通訊傳播業,銷售額,百萬元,101,*
2014,花蓮縣,資訊及通訊傳播業,銷售額,百萬元,430,*
2014,臺東縣,資訊及通訊傳播業,銷售額,百萬元,188,*
2014,金門縣,資訊及通訊傳播業,銷售額,百萬元,254,*
2014,連江縣,資訊及通訊傳播業,銷售額,百萬元,14,*
2014,總計,金融及保險業,銷售額,百萬元,207354,2180517
2014,臺北市,金融及保險業,銷售額,百萬元,70289,1810386
2014,新北市,金融及保險業,銷售額,百萬元,29233,74900
2014,桃園縣,金融及保險業,銷售額,百萬元,11422,48834
2014,臺中市,金融及保險業,銷售額,百萬元,21223,75978
2014,臺南市,金融及保險業,銷售額,百萬元,13298,27410
2014,高雄市,金融及保險業,銷售額,百萬元,22655,58509
2014,基隆市,金融及保險業,銷售額,百萬元,2722,3383
2014,宜蘭縣,金融及保險業,銷售額,百萬元,1894,6408
2014,新竹市,金融及保險業,銷售額,百萬元,3539,22166
2014,新竹縣,金融及保險業,銷售額,百萬元,3195,7000
2014,苗栗縣,金融及保險業,銷售額,百萬元,2663,4777
2014,彰化縣,金融及保險業,銷售額,百萬元,7598,10405
2014,南投縣,金融及保險業,銷售額,百萬元,2579,4134
2014,雲林縣,金融及保險業,銷售額,百萬元,2939,6348
2014,嘉義市,金融及保險業,銷售額,百萬元,2593,5272
2014,嘉義縣,金融及保險業,銷售額,百萬元,1091,4285
2014,屏東縣,金融及保險業,銷售額,百萬元,4036,5866
2014,澎湖縣,金融及保險業,銷售額,百萬元,560,*
2014,花蓮縣,金融及保險業,銷售額,百萬元,1970,2921
2014,臺東縣,金融及保險業,銷售額,百萬元,1486,1001
2014,金門縣,金融及保險業,銷售額,百萬元,358,*
2014,連江縣,金融及保險業,銷售額,百萬元,*,0
2014,總計,不動產業,銷售額,百萬元,226824,909239
2014,臺北市,不動產業,銷售額,百萬元,57025,457523
2014,新北市,不動產業,銷售額,百萬元,32122,129969
2014,桃園縣,不動產業,銷售額,百萬元,20787,55909
2014,臺中市,不動產業,銷售額,百萬元,32786,119487
2014,臺南市,不動產業,銷售額,百萬元,14842,22484
2014,高雄市,不動產業,銷售額,百萬元,21130,58605
2014,基隆市,不動產業,銷售額,百萬元,1205,*
2014,宜蘭縣,不動產業,銷售額,百萬元,4979,2057
2014,新竹市,不動產業,銷售額,百萬元,6020,24757
2014,新竹縣,不動產業,銷售額,百萬元,6047,17703
2014,苗栗縣,不動產業,銷售額,百萬元,3955,2387
2014,彰化縣,不動產業,銷售額,百萬元,6669,7266
2014,南投縣,不動產業,銷售額,百萬元,1797,473
2014,雲林縣,不動產業,銷售額,百萬元,3390,2531
2014,嘉義市,不動產業,銷售額,百萬元,3494,1190
2014,嘉義縣,不動產業,銷售額,百萬元,1621,777
2014,屏東縣,不動產業,銷售額,百萬元,2672,1531
2014,澎湖縣,不動產業,銷售額,百萬元,762,0
2014,花蓮縣,不動產業,銷售額,百萬元,2887,2237
2014,臺東縣,不動產業,銷售額,百萬元,1380,1233
2014,金門縣,不動產業,銷售額,百萬元,1253,0
2014,連江縣,不動產業,銷售額,百萬元,*,0
2014,總計,專業、科學及技術服務業,銷售額,百萬元,210774,463274
2014,臺北市,專業、科學及技術服務業,銷售額,百萬元,98428,263372
2014,新北市,專業、科學及技術服務業,銷售額,百萬元,32055,36822
2014,桃園縣,專業、科學及技術服務業,銷售額,百萬元,13757,27008
